SEASON,TEAM,MATCH_DATE,RESULT,LAST_1,LAST_2,LAST_3,LAST_4,LAST_5,FORM_SCORE
2022,Salernitana,2022-02-19,Milan,D,D,L,L,W,3
2022,Salernitana,2022-02-26,Bologna,D,D,D,L,L,4
2022,Salernitana,2021-12-04,Milan,L,D,L,L,L,1
2022,Salernitana,2021-08-22,Bologna,,,,,,0
2022,Salernitana,2022-03-04,Inter,D,D,D,D,L,4
2022,Salernitana,2022-03-12,Sassuolo,L,D,D,D,D,4
2022,Salernitana,2022-03-20,Juventus,D,L,D,D,D,3
2022,Salernitana,2021-09-12,Torino,L,L,,,,0
2022,Salernitana,2021-08-29,Roma,L,,,,,0
2022,Salernitana,2022-04-10,Roma,L,L,D,L,D,1
2022,Salernitana,2021-11-30,Juventus,D,L,L,L,W,1
2022,Sampdoria,2021-10-30,Torino,L,W,L,D,L,4
2022,Sampdoria,2022-04-11,Bologna,L,W,L,L,L,3
2022,Sampdoria,2022-04-16,Salernitana,L,L,W,L,L,3
2022,Sampdoria,2022-04-23,Hellas Verona,L,L,L,W,L,4
2022,Sampdoria,2022-04-30,Genoa,D,L,L,L,W,4
2022,Sampdoria,2022-05-07,Lazio,W,D,L,L,L,4
2022,Sampdoria,2022-05-16,Fiorentina,L,W,D,L,L,7
2022,Sampdoria,2022-05-22,Inter,W,L,W,D,L,7
2022,Sampdoria,2021-09-19,Empoli,D,D,L,,,5
2022,Sampdoria,2021-11-07,Bologna,L,L,W,L,D,3
2022,Sampdoria,2022-04-03,Roma,W,L,L,L,W,3
2022,Sampdoria,2021-10-03,Udinese,L,L,W,D,D,5
2022,Sampdoria,2021-09-26,Juventus,L,W,D,D,L,5
2022,Sampdoria,2021-09-23,Napoli,W,D,D,L,,5
2022,Sampdoria,2021-11-21,Salernitana,L,L,L,W,L,6
2022,Sampdoria,2021-09-12,Inter,D,L,,,,2
2022,Sampdoria,2021-08-29,Sassuolo,L,,,,,1
2022,Sampdoria,2021-11-27,Hellas Verona,W,L,L,L,W,6
2022,Sampdoria,2021-08-23,Milan,,,,,,0
2022,Sampdoria,2022-01-23,Spezia,L,L,L,D,D,1
2022,Sampdoria,2021-10-22,Spezia,L,D,L,L,W,4
2022,Sampdoria,2022-02-28,Atalanta,W,L,W,L,L,6
2022,Sampdoria,2021-12-05,Lazio,L,W,W,L,L,6
2022,Sampdoria,2021-12-10,Genoa,L,L,W,W,L,9
2022,Sampdoria,2021-12-19,Venezia,W,L,L,W,W,7
2022,Sampdoria,2021-12-22,Roma,D,W,L,L,W,5
2022,Sampdoria,2022-01-06,Cagliari,D,D,W,L,L,5
2022,Sampdoria,2022-01-09,Napoli,L,D,D,W,L,5
2022,Sampdoria,2022-01-15,Torino,L,L,D,D,W,2
2022,Sampdoria,2022-03-05,Udinese,L,W,L,W,L,6
2022,Sampdoria,2022-02-06,Sassuolo,L,L,L,L,D,3
2022,Sampdoria,2022-02-13,Milan,W,L,L,L,L,3
2022,Sampdoria,2022-02-19,Empoli,L,W,L,L,L,6
2022,Sampdoria,2021-11-30,Fiorentina,W,W,L,L,L,6
2022,Sampdoria,2021-10-17,Cagliari,D,L,L,W,D,4
2022,Sampdoria,2021-10-27,Atalanta,W,L,D,L,L,4
2022,Sampdoria,2022-03-12,Juventus,L,L,W,L,W,3
2022,Sampdoria,2022-03-20,Venezia,L,L,L,W,L,6
2022,Sassuolo,2022-01-16,Hellas Verona,W,D,L,D,W,5
2022,Sassuolo,2021-10-23,Venezia,D,L,W,L,L,7
2022,Sassuolo,2022-03-12,Salernitana,W,W,W,D,L,11
2022,Sassuolo,2021-12-12,Lazio,D,D,W,D,L,9
2022,Sassuolo,2022-03-06,Venezia,W,W,D,L,D,10
2022,Sassuolo,2021-12-19,Fiorentina,W,D,D,W,D,9
2022,Sassuolo,2022-02-26,Fiorentina,W,D,L,D,L,8
2022,Sassuolo,2022-02-20,Inter,D,L,D,L,W,5
2022,Sassuolo,2022-02-13,Roma,L,D,L,W,D,5
2022,Sassuolo,2022-01-23,Torino,L,W,D,L,D,5
2022,Sassuolo,2022-03-18,Spezia,D,W,W,W,D,13
2022,Sassuolo,2022-01-09,Empoli,D,L,D,W,D,8
2022,Sassuolo,2022-01-06,Genoa,L,D,W,D,D,6
2022,Sassuolo,2021-12-22,Bologna,D,W,D,D,W,6
2022,Sassuolo,2021-12-05,Spezia,D,W,D,L,L,6
2022,Sassuolo,2021-12-01,Napoli,W,D,L,L,W,5
2022,Sassuolo,2021-11-28,Milan,D,L,L,W,W,7
2022,Sassuolo,2021-11-21,Cagliari,L,L,W,W,D,7
2022,Sassuolo,2021-11-07,Udinese,L,W,W,D,L,7
2022,Sassuolo,2021-10-31,Empoli,W,W,D,L,W,7
2022,Sassuolo,2022-05-22,Milan,W,D,L,L,L,4
2022,Sassuolo,2022-02-06,Sampdoria,D,L,W,D,L,5
2022,Sassuolo,2022-04-02,Lazio,W,D,W,W,W,10
2022,Sassuolo,2022-04-10,Atalanta,L,W,D,W,W,10
2022,Sassuolo,2022-04-16,Cagliari,W,L,W,D,W,7
2022,Sassuolo,2022-04-25,Juventus,L,W,L,W,D,6
2022,Sassuolo,2022-04-30,Napoli,L,L,W,L,W,3
2022,Sassuolo,2022-05-07,Udinese,L,L,L,W,L,4
2022,Sassuolo,2022-05-15,Bologna,D,L,L,L,W,4
2022,Sassuolo,2021-10-27,Juventus,W,D,L,W,L,10
2022,Sassuolo,2021-08-21,Hellas Verona,,,,,,3
2022,Sassuolo,2021-08-29,Sampdoria,W,,,,,4
2022,Sassuolo,2021-09-12,Roma,D,W,,,,4
2022,Sassuolo,2021-09-17,Torino,L,D,W,,,4
2022,Sassuolo,2021-09-21,Atalanta,L,L,D,W,,4
2022,Sassuolo,2021-09-26,Salernitana,L,L,L,D,W,4
2022,Sassuolo,2021-10-02,Inter,W,L,L,L,D,3
2022,Sassuolo,2021-10-17,Genoa,L,W,L,L,L,4
2022,Spezia,2021-09-25,Milan,L,W,L,L,D,3
2022,Spezia,2021-11-06,Torino,L,D,L,W,L,7
2022,Spezia,2021-10-31,Fiorentina,D,L,W,L,L,4
2022,Spezia,2021-10-26,Genoa,L,W,L,L,L,4
2022,Spezia,2021-10-22,Sampdoria,W,L,L,L,W,3
2022,Spezia,2021-10-03,Hellas Verona,L,L,W,L,L,3
2022,Spezia,2021-09-22,Juventus,W,L,L,D,,4
2022,Spezia,2022-04-15,Inter,D,W,L,W,L,7
2022,Spezia,2022-01-23,Sampdoria,W,W,L,W,D,12
2022,Spezia,2022-02-07,Salernitana,W,W,W,L,W,10
2022,Spezia,2021-11-20,Atalanta,W,L,D,L,W,4
2022,Spezia,2022-02-14,Fiorentina,D,W,W,W,L,10
2022,Spezia,2022-02-21,Bologna,L,D,W,W,W,7
2022,Spezia,2022-02-27,Roma,L,L,D,W,W,4
2022,Spezia,2022-03-06,Juventus,L,L,L,D,W,1
2022,Spezia,2022-03-12,Cagliari,L,L,L,L,D,3
2022,Spezia,2022-03-18,Sassuolo,W,L,L,L,L,3
2022,Spezia,2022-04-02,Venezia,L,W,L,L,L,6
2022,Spezia,2022-04-09,Empoli,W,L,W,L,L,7
2022,Spezia,2022-05-08,Atalanta,L,L,L,D,W,1
2022,Spezia,2021-08-23,Cagliari,,,,,,1
2022,Spezia,2021-08-28,Lazio,D,,,,,1
2022,Spezia,2021-09-12,Udinese,L,D,,,,1
2022,Spezia,2021-09-19,Venezia,L,L,D,,,4
2022,Spezia,2021-12-22,Napoli,D,L,D,L,L,5
2022,Spezia,2021-10-16,Salernitana,L,L,L,W,L,6
2022,Spezia,2022-04-23,Torino,L,D,W,L,W,4
2022,Spezia,2022-05-22,Napoli,W,L,L,L,L,3
2022,Spezia,2022-05-14,Udinese,L,L,L,L,D,3
2022,Spezia,2022-01-09,Genoa,L,W,D,L,D,7
2022,Spezia,2022-04-30,Lazio,L,L,D,W,L,4
2022,Spezia,2022-01-17,Milan,W,L,W,D,L,10
2022,Spezia,2022-01-06,Hellas Verona,W,D,L,D,L,5
2022,Spezia,2021-12-19,Empoli,L,D,L,L,L,2
2022,Spezia,2021-12-13,Roma,D,L,L,L,W,1
2022,Spezia,2021-12-05,Sassuolo,L,L,L,W,L,4
2022,Spezia,2021-12-01,Inter,L,L,W,L,D,3
2022,Spezia,2021-11-28,Bologna,L,W,L,D,L,4
2022,Torino,2022-02-27,Cagliari,D,L,L,D,W,2
2022,Torino,2021-09-23,Lazio,W,W,L,L,,7
2022,Torino,2021-09-17,Sassuolo,W,L,L,,,6
2022,Torino,2021-09-12,Salernitana,L,L,,,,3
2022,Torino,2021-08-28,Fiorentina,L,,,,,0
2022,Torino,2022-04-10,Milan,W,L,D,D,L,6
2022,Torino,2022-03-13,Inter,D,L,D,L,L,3
2022,Torino,2022-04-02,Salernitana,L,D,D,L,D,5
2022,Torino,2022-03-18,Genoa,D,D,L,D,L,3
2022,Torino,2022-03-06,Bologna,L,D,L,L,D,2
2022,Torino,2021-12-22,Inter,W,W,D,D,L,8
2022,Torino,2021-10-17,Napoli,L,D,D,W,W,5
2022,Torino,2022-02-18,Juventus,L,L,D,W,W,5
2022,Torino,2022-02-12,Venezia,L,D,W,W,L,7
2022,Torino,2022-02-06,Udinese,D,W,W,L,W,7
2022,Torino,2022-01-23,Sassuolo,W,W,L,W,W,10
2022,Torino,2021-09-27,Venezia,D,W,W,L,L,8
2022,Torino,2021-10-22,Genoa,L,L,D,D,W,5
2022,Torino,2022-01-15,Sampdoria,W,L,W,W,D,12
2022,Torino,2022-01-10,Fiorentina,L,W,W,D,D,10
2022,Torino,2021-10-02,Juventus,D,D,W,W,L,8
2022,Torino,2022-04-16,Lazio,D,W,L,D,D,6
2022,Torino,2022-05-01,Empoli,D,W,D,D,W,9
2022,Torino,2022-05-07,Napoli,W,D,W,D,D,8
2022,Torino,2022-04-27,Atalanta,W,D,D,W,L,9
2022,Torino,2022-05-14,Hellas Verona,L,W,D,W,D,10
2022,Torino,2022-05-20,Roma,W,L,W,D,W,7
2022,Torino,2021-12-12,Bologna,D,D,L,W,L,8
2022,Torino,2021-08-21,Atalanta,,,,,,0
2022,Torino,2022-04-23,Spezia,D,D,W,L,D,8
2022,Torino,2021-10-26,Milan,W,L,L,D,D,4
2022,Torino,2021-10-30,Sampdoria,L,W,L,L,D,6
2022,Torino,2021-11-06,Spezia,W,L,W,L,L,6
2022,Torino,2021-11-22,Udinese,L,W,L,W,L,9
2022,Torino,2021-12-02,Empoli,L,W,L,W,L,7
2022,Torino,2021-12-06,Cagliari,D,L,W,L,W,5
2022,Torino,2021-11-28,Roma,W,L,W,L,W,6
2022,Torino,2021-12-19,Hellas Verona,W,D,D,L,W,8
2022,Udinese,2022-04-10,Venezia,W,L,D,W,D,10
2022,Udinese,2022-05-22,Salernitana,L,D,L,W,D,7
2022,Udinese,2022-04-24,Bologna,L,W,W,W,L,10
2022,Udinese,2022-04-20,Salernitana,W,W,W,L,D,9
2022,Udinese,2022-01-22,Genoa,L,L,W,D,L,5
2022,Udinese,2021-09-20,Napoli,W,W,D,,,7
2022,Udinese,2022-04-16,Empoli,W,W,L,D,W,10
2022,Udinese,2021-09-12,Spezia,W,D,,,,7
2022,Udinese,2021-08-27,Venezia,D,,,,,4
2022,Udinese,2021-08-22,Juventus,,,,,,1
2022,Udinese,2022-05-14,Spezia,D,L,W,D,L,5
2022,Udinese,2022-04-03,Cagliari,L,D,W,D,D,8
2022,Udinese,2022-03-19,Napoli,D,W,D,D,L,6
2022,Udinese,2022-03-13,Roma,W,D,D,L,W,6
2022,Udinese,2022-03-05,Sampdoria,D,D,L,W,D,8
2022,Udinese,2022-02-25,Milan,D,L,W,D,L,6
2022,Udinese,2022-02-20,Lazio,L,W,D,L,L,5
2022,Udinese,2022-02-13,Hellas Verona,W,D,L,L,W,4
2022,Udinese,2022-02-06,Torino,D,L,L,W,D,7
2022,Udinese,2021-10-27,Hellas Verona,D,D,D,L,L,4
2022,Udinese,2022-01-15,Juventus,L,W,D,L,D,4
2022,Udinese,2022-01-09,Atalanta,W,D,L,D,D,5
2022,Udinese,2021-12-11,Milan,L,D,D,L,W,3
2022,Udinese,2021-12-06,Empoli,D,D,L,W,L,5
2022,Udinese,2021-12-02,Lazio,D,L,W,L,D,5
2022,Udinese,2021-11-28,Genoa,L,W,L,D,D,5
2022,Udinese,2021-11-22,Torino,W,L,D,D,D,5
2022,Udinese,2021-11-07,Sassuolo,L,D,D,D,D,6
2022,Udinese,2021-10-31,Inter,D,D,D,D,L,4
2022,Udinese,2022-05-07,Sassuolo,L,W,D,L,W,5
2022,Udinese,2021-10-24,Atalanta,D,D,L,L,L,3
2022,Udinese,2021-10-17,Bologna,D,L,L,L,W,2
2022,Udinese,2021-10-03,Sampdoria,L,L,L,W,W,4
2022,Udinese,2021-09-26,Fiorentina,L,L,W,W,D,6
2022,Udinese,2021-09-23,Roma,L,W,W,D,,7
2022,Udinese,2021-12-18,Cagliari,D,L,D,D,L,6
2022,Udinese,2022-04-27,Fiorentina,D,L,W,W,W,10
2022,Udinese,2022-05-01,Inter,W,D,L,W,W,7
2022,Venezia,2022-02-06,Napoli,L,D,L,L,D,1
2022,Venezia,2021-11-27,Inter,W,W,D,L,L,7
2022,Venezia,2021-11-30,Atalanta,L,W,W,D,L,7
2022,Venezia,2021-12-05,Hellas Verona,L,L,W,W,D,6
2022,Venezia,2021-12-11,Juventus,L,L,L,W,W,4
2022,Venezia,2021-12-19,Sampdoria,D,L,L,L,W,2
2022,Venezia,2021-12-22,Lazio,D,D,L,L,L,2
2022,Venezia,2022-01-09,Milan,L,D,D,L,L,2
2022,Venezia,2022-01-16,Empoli,L,L,D,D,L,3
2022,Venezia,2021-10-18,Fiorentina,D,D,L,L,W,5
2022,Venezia,2022-02-20,Genoa,W,L,L,D,L,5
2022,Venezia,2021-09-11,Empoli,L,L,,,,3
2022,Venezia,2021-10-26,Salernitana,L,W,D,D,L,5
2022,Venezia,2022-02-12,Torino,L,L,D,L,L,4
2022,Venezia,2022-05-14,Roma,W,L,L,L,L,4
2022,Venezia,2022-02-27,Hellas Verona,D,W,L,L,D,4
2022,Venezia,2021-09-27,Torino,L,L,W,L,L,4
2022,Venezia,2021-10-01,Cagliari,D,L,L,W,L,5
2022,Venezia,2022-03-06,Sassuolo,L,D,W,L,L,4
2022,Venezia,2021-09-22,Milan,L,W,L,L,,3
2022,Venezia,2022-04-23,Atalanta,L,L,L,L,L,0
2022,Venezia,2021-11-21,Bologna,W,D,L,L,W,7
2022,Venezia,2022-04-16,Fiorentina,L,L,L,L,L,0
2022,Venezia,2022-04-10,Udinese,L,L,L,L,L,0
2022,Venezia,2022-04-02,Spezia,L,L,L,L,D,0
2022,Venezia,2022-03-20,Sampdoria,L,L,L,D,W,1
2022,Venezia,2021-10-31,Genoa,L,L,W,D,D,5
2022,Venezia,2022-05-01,Juventus,L,L,L,L,L,0
2022,Venezia,2022-05-05,Salernitana,L,L,L,L,L,0
2022,Venezia,2022-03-14,Lazio,L,L,D,W,L,4
2022,Venezia,2021-08-22,Napoli,,,,,,0
2022,Venezia,2021-10-23,Sassuolo,W,D,D,L,L,5
2022,Venezia,2021-08-27,Udinese,L,,,,,0
2022,Venezia,2021-09-19,Spezia,W,L,L,,,3
2022,Venezia,2022-05-22,Cagliari,D,W,L,L,L,5
2022,Venezia,2021-11-07,Roma,D,L,L,W,D,7
2022,Venezia,2022-01-22,Inter,D,L,L,D,D,2
2022,Venezia,2022-05-08,Bologna,L,L,L,L,L,3
2023,Atalanta,2023-04-17,Fiorentina,L,W,W,L,D,7
2023,Atalanta,2023-02-11,Lazio,L,W,D,W,W,10
2023,Atalanta,2023-02-04,Sassuolo,W,D,W,W,D,10
2023,Atalanta,2023-05-20,Hellas Verona,L,L,W,W,W,9
2023,Atalanta,2023-05-27,Inter,W,L,L,W,W,6
2023,Atalanta,2023-06-04,Monza,L,W,L,L,W,6
2023,Atalanta,2023-05-07,Juventus,W,W,W,D,L,10
2023,Atalanta,2023-05-03,Spezia,W,W,D,L,W,10
2023,Atalanta,2023-04-29,Torino,W,D,L,W,W,10
2023,Atalanta,2023-04-24,Roma,D,L,W,W,L,10
2023,Atalanta,2022-08-13,Sampdoria,,,,,,3
2023,Atalanta,2023-04-01,Cremonese,W,L,D,L,L,7
2023,Atalanta,2023-04-08,Bologna,W,W,L,D,L,7
2023,Atalanta,2023-02-19,Lecce,W,L,W,D,W,7
2023,Atalanta,2023-02-26,Milan,L,W,L,W,D,6
2023,Atalanta,2023-03-04,Udinese,L,L,W,L,W,4
2023,Atalanta,2022-10-30,Empoli,L,W,D,W,W,10
2023,Atalanta,2023-03-11,Napoli,D,L,L,W,L,4
2023,Atalanta,2023-03-17,Empoli,L,D,L,L,W,4
2023,Atalanta,2023-05-13,Salernitana,L,W,W,W,D,9
2023,Atalanta,2023-01-28,Sampdoria,D,W,W,D,L,11
2023,Atalanta,2023-01-22,Juventus,W,W,D,L,L,8
2023,Atalanta,2023-01-15,Salernitana,W,D,L,L,L,7
2023,Atalanta,2023-01-09,Bologna,D,L,L,L,W,4
2023,Atalanta,2023-01-04,Spezia,L,L,L,W,L,4
2023,Atalanta,2022-11-13,Inter,L,L,W,L,W,3
2023,Atalanta,2022-11-09,Lecce,L,W,L,W,D,6
2023,Atalanta,2022-11-05,Napoli,W,L,W,D,W,7
2023,Atalanta,2022-10-23,Lazio,W,D,W,W,D,10
2023,Atalanta,2022-10-15,Sassuolo,D,W,W,D,W,11
2023,Atalanta,2022-10-09,Udinese,W,W,D,W,W,11
2023,Atalanta,2022-10-02,Fiorentina,W,D,W,W,W,13
2023,Atalanta,2022-09-18,Roma,D,W,W,W,D,13
2023,Atalanta,2022-09-11,Cremonese,W,W,W,D,W,11
2023,Atalanta,2022-09-05,Monza,W,W,D,W,,13
2023,Atalanta,2022-09-01,Torino,W,D,W,,,10
2023,Atalanta,2022-08-28,Hellas Verona,D,W,,,,7
2023,Atalanta,2022-08-21,Milan,W,,,,,4
2023,Bologna,2022-10-23,Lecce,L,D,L,L,W,4
2023,Bologna,2022-08-14,Lazio,,,,,,0
2023,Bologna,2022-08-21,Hellas Verona,L,,,,,1
2023,Bologna,2022-08-27,Milan,D,L,,,,1
2023,Bologna,2022-09-01,Salernitana,L,D,L,,,2
2023,Bologna,2022-09-04,Spezia,D,L,D,L,,3
2023,Bologna,2022-09-17,Empoli,W,D,D,L,D,5
2023,Bologna,2022-10-02,Juventus,L,W,D,D,L,5
2023,Bologna,2022-10-08,Sampdoria,L,L,W,D,D,5
2023,Bologna,2023-01-27,Spezia,D,W,L,L,W,7
2023,Bologna,2023-01-23,Cremonese,W,L,L,W,L,7
2023,Bologna,2022-10-31,Monza,W,L,D,L,L,7
2023,Bologna,2022-11-06,Torino,W,W,L,D,L,10
2023,Bologna,2022-11-09,Inter,W,W,W,L,D,9
2023,Bologna,2022-11-12,Sassuolo,L,W,W,W,L,12
2023,Bologna,2023-01-04,Roma,W,L,W,W,W,9
2023,Bologna,2023-01-09,Atalanta,L,W,L,W,W,6
2023,Bologna,2023-01-15,Udinese,L,L,W,L,W,6
2023,Bologna,2023-05-20,Cremonese,D,D,L,D,L,6
2023,Bologna,2023-04-15,Milan,W,W,D,D,L,9
2023,Bologna,2023-02-05,Fiorentina,W,D,W,L,L,10
2023,Bologna,2023-02-12,Monza,W,W,D,W,L,10
2023,Bologna,2023-02-18,Sampdoria,L,W,W,D,W,10
2023,Bologna,2023-02-26,Inter,W,L,W,W,D,12
2023,Bologna,2023-03-06,Torino,W,W,L,W,W,9
2023,Bologna,2023-03-11,Lazio,L,W,W,L,W,7
2023,Bologna,2023-03-18,Salernitana,D,L,W,W,L,8
2023,Bologna,2023-04-02,Udinese,D,D,L,W,W,8
2023,Bologna,2023-04-08,Atalanta,W,D,D,L,W,8
2023,Bologna,2022-09-11,Fiorentina,D,D,L,D,L,6
2023,Bologna,2023-04-21,Hellas Verona,D,W,W,D,D,8
2023,Bologna,2023-04-30,Juventus,L,D,W,W,D,8
2023,Bologna,2023-05-04,Empoli,D,L,D,W,W,5
2023,Bologna,2023-05-08,Sassuolo,L,D,L,D,W,3
2023,Bologna,2023-05-14,Roma,D,L,D,L,D,3
2023,Bologna,2023-05-28,Napoli,W,D,D,L,D,6
2023,Bologna,2023-06-04,Lecce,D,W,D,D,L,9
2023,Bologna,2022-10-16,Napoli,D,L,L,W,D,4
2023,Cremonese,2022-10-24,Sampdoria,D,L,D,L,D,2
2023,Cremonese,2022-09-18,Lazio,D,D,L,L,L,2
2023,Cremonese,2022-10-02,Lecce,L,D,D,L,L,3
2023,Cremonese,2022-09-11,Atalanta,D,L,L,L,L,2
2023,Cremonese,2022-09-04,Sassuolo,L,L,L,L,,1
2023,Cremonese,2022-08-30,Inter,L,L,L,,,0
2023,Cremonese,2022-08-27,Torino,L,L,,,,0
2023,Cremonese,2022-08-22,Roma,L,,,,,0
2023,Cremonese,2022-08-14,Fiorentina,,,,,,0
2023,Cremonese,2023-01-09,Hellas Verona,L,L,D,D,D,2
2023,Cremonese,2022-10-09,Napoli,D,L,D,D,L,3
2023,Cremonese,2022-10-16,Spezia,L,D,L,D,D,3
2023,Cremonese,2022-10-30,Udinese,L,D,L,D,L,3
2023,Cremonese,2023-06-03,Salernitana,L,L,L,W,D,6
2023,Cremonese,2023-05-28,Lazio,L,L,W,D,D,4
2023,Cremonese,2023-05-20,Bologna,L,W,D,D,L,5
2023,Cremonese,2023-05-14,Juventus,W,D,D,L,W,5
2023,Cremonese,2023-05-06,Spezia,D,D,L,W,W,8
2023,Cremonese,2023-02-28,Roma,D,L,L,L,D,4
2023,Cremonese,2022-11-11,Empoli,D,D,D,L,D,3
2023,Cremonese,2023-04-30,Hellas Verona,L,W,W,L,D,7
2023,Cremonese,2023-04-23,Udinese,W,W,L,D,L,7
2023,Cremonese,2023-04-14,Empoli,W,L,D,L,L,7
2023,Cremonese,2023-04-08,Sampdoria,L,D,L,L,W,4
2023,Cremonese,2023-04-01,Atalanta,D,L,L,W,D,4
2023,Cremonese,2023-03-18,Monza,L,L,W,D,L,5
2023,Cremonese,2023-03-12,Fiorentina,L,W,D,L,L,4
2023,Cremonese,2022-11-05,Salernitana,D,L,D,L,D,3
2023,Cremonese,2023-05-03,Milan,D,L,W,W,L,8
2023,Cremonese,2022-11-08,Milan,D,D,L,D,L,4
2023,Cremonese,2023-01-04,Juventus,L,D,D,D,L,3
2023,Cremonese,2023-01-14,Monza,L,L,L,D,D,1
2023,Cremonese,2023-01-23,Bologna,L,L,L,L,D,1
2023,Cremonese,2023-01-28,Inter,D,L,L,L,L,1
2023,Cremonese,2023-03-06,Sassuolo,W,D,L,L,L,4
2023,Cremonese,2023-02-04,Lecce,L,D,L,L,L,1
2023,Cremonese,2023-02-12,Napoli,L,L,D,L,L,1
2023,Cremonese,2023-02-20,Torino,L,L,L,D,L,2
2023,Empoli,2022-10-21,Juventus,W,D,L,W,L,7
2023,Empoli,2023-04-14,Cremonese,D,W,L,L,L,4
2023,Empoli,2023-04-23,Inter,L,D,W,L,L,4
2023,Empoli,2023-04-30,Sassuolo,L,L,D,W,L,4
2023,Empoli,2023-05-04,Bologna,L,L,L,D,W,4
2023,Empoli,2023-05-08,Salernitana,W,L,L,L,D,6
2023,Empoli,2023-05-15,Sampdoria,W,W,L,L,L,7
2023,Empoli,2022-09-17,Bologna,L,D,D,D,D,6
2023,Empoli,2023-02-19,Fiorentina,D,L,D,W,W,6
2023,Empoli,2022-10-15,Monza,D,L,W,L,D,7
2023,Empoli,2023-04-07,Milan,W,L,L,L,L,4
2023,Empoli,2022-10-30,Atalanta,L,W,D,L,W,4
2023,Empoli,2022-08-14,Spezia,,,,,,0
2023,Empoli,2022-08-21,Fiorentina,L,,,,,1
2023,Empoli,2022-08-28,Lecce,D,L,,,,2
2023,Empoli,2022-08-31,Hellas Verona,D,D,L,,,3
2023,Empoli,2022-09-05,Salernitana,D,D,D,L,,4
2023,Empoli,2022-09-12,Roma,D,D,D,D,L,4
2023,Empoli,2022-11-05,Sassuolo,L,L,W,D,L,7
2023,Empoli,2023-02-25,Napoli,D,D,L,D,W,3
2023,Empoli,2022-11-08,Napoli,W,L,L,W,D,6
2023,Empoli,2022-11-11,Cremonese,L,W,L,L,W,6
2023,Empoli,2023-01-04,Udinese,W,L,W,L,L,7
2023,Empoli,2023-01-08,Lazio,D,W,L,W,L,8
2023,Empoli,2023-01-16,Sampdoria,D,D,W,L,W,8
2023,Empoli,2023-01-23,Inter,W,D,D,W,L,11
2023,Empoli,2023-01-28,Torino,W,W,D,D,W,9
2023,Empoli,2023-02-04,Roma,D,W,W,D,D,8
2023,Empoli,2023-02-11,Spezia,L,D,W,W,D,8
2023,Empoli,2023-03-11,Udinese,L,L,D,D,L,2
2023,Empoli,2023-03-04,Monza,L,D,D,L,D,2
2023,Empoli,2023-05-22,Juventus,D,W,W,L,L,10
2023,Empoli,2022-10-01,Milan,W,L,D,D,D,5
2023,Empoli,2023-03-17,Atalanta,L,L,L,D,D,1
2023,Empoli,2023-05-28,Hellas Verona,W,D,W,W,L,11
2023,Empoli,2023-06-03,Lazio,D,W,D,W,W,8
2023,Empoli,2022-10-09,Torino,L,W,L,D,D,5
2023,Empoli,2023-04-03,Lecce,L,L,L,L,D,3
2023,Fiorentina,2022-09-18,Hellas Verona,L,D,L,D,D,5
2023,Fiorentina,2023-01-07,Sassuolo,D,L,W,W,W,10
2023,Fiorentina,2022-10-22,Inter,D,L,L,W,L,4
2023,Fiorentina,2022-10-17,Lecce,L,L,W,L,D,4
2023,Fiorentina,2022-10-10,Lazio,L,W,L,D,L,4
2023,Fiorentina,2022-10-02,Atalanta,W,L,D,L,D,4
2023,Fiorentina,2023-01-04,Monza,L,W,W,W,L,10
2023,Fiorentina,2023-01-15,Roma,W,D,L,W,W,7
2023,Fiorentina,2023-01-21,Torino,L,W,D,L,W,4
2023,Fiorentina,2023-02-05,Bologna,D,L,L,W,D,4
2023,Fiorentina,2022-10-30,Spezia,L,D,L,L,W,4
2023,Fiorentina,2023-04-01,Inter,W,W,W,W,D,15
2023,Fiorentina,2023-03-19,Lecce,W,W,W,D,L,13
2023,Fiorentina,2023-03-12,Cremonese,W,W,D,L,L,10
2023,Fiorentina,2023-03-04,Milan,W,D,L,L,D,7
2023,Fiorentina,2023-02-27,Hellas Verona,D,L,L,D,L,5
2023,Fiorentina,2023-02-19,Empoli,L,L,D,L,L,2
2023,Fiorentina,2023-02-12,Juventus,L,D,L,L,W,1
2023,Fiorentina,2023-01-29,Lazio,L,L,W,D,L,5
2023,Fiorentina,2023-05-03,Salernitana,W,L,D,D,W,6
2023,Fiorentina,2022-08-14,Cremonese,,,,,,3
2023,Fiorentina,2022-08-21,Empoli,W,,,,,4
2023,Fiorentina,2022-08-28,Napoli,D,W,,,,5
2023,Fiorentina,2022-08-31,Udinese,D,D,W,,,5
2023,Fiorentina,2022-09-03,Juventus,L,D,D,W,,6
2023,Fiorentina,2023-05-21,Torino,W,L,D,W,L,8
2023,Fiorentina,2023-05-14,Udinese,L,D,W,L,D,7
2023,Fiorentina,2023-05-07,Napoli,D,W,L,D,D,5
2023,Fiorentina,2023-05-27,Roma,D,W,L,D,W,8
2023,Fiorentina,2023-06-02,Sassuolo,W,D,W,L,D,10
2023,Fiorentina,2023-04-30,Sampdoria,L,D,D,W,W,8
2023,Fiorentina,2023-04-23,Monza,D,D,W,W,W,8
2023,Fiorentina,2023-04-17,Atalanta,D,W,W,W,W,11
2023,Fiorentina,2023-04-08,Spezia,W,W,W,W,W,13
2023,Fiorentina,2022-11-13,Milan,W,W,W,L,D,9
2023,Fiorentina,2022-09-11,Bologna,D,L,D,D,W,3
